<<<<<<< HEAD
Unit,multiplier,measure,quarter_end,value,project,year
$,Million,Depreciation and depletion (millions),12/31/13,29,Red Lake,2013
$,Million,Earnings from operations (millions),12/31/13,60,Red Lake,2013
$,Million,Expenditures on mining interests (millions),12/31/13,56,Red Lake,2013
 ,Actual,Tonnes of ore milled,12/31/13,1081800,Porcupine,2013
 ,Actual,Average mill head grade (Au grams/tonne),12/31/13,2.37,Porcupine,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.93,Porcupine,2013
 ,Actual,Gold (ounces) produced,12/31/13,78900,Porcupine,2013
 ,Actual,Gold (ounces) sold,12/31/13,84300,Porcupine,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,907,Porcupine,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,671,Porcupine,2013
$,Actual,Mining cost per tonne,12/31/13,136.15,Porcupine,2013
$,Actual,Milling cost per tonne,12/31/13,8.17,Porcupine,2013
$,Million,Revenues (millions),12/31/13,107,Porcupine,2013
$,Million,Depreciation and depletion (millions),12/31/13,15,Porcupine,2013
$,Million,Earnings from operations (millions),12/31/13,60,Porcupine,2013
$,Million,Expenditures on mining interests (millions),12/31/13,26,Porcupine,2013
 ,Actual,Tonnes of ore milled,12/31/13,345500,Musselwhite,2013
 ,Actual,Average mill head grade (Au grams/tonne),12/31/13,6.88,Musselwhite,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.96,Musselwhite,2013
 ,Actual,Gold (ounces) produced,12/31/13,74600,Musselwhite,2013
 ,Actual,Gold (ounces) sold,12/31/13,78200,Musselwhite,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,883,Musselwhite,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,675,Musselwhite,2013
$,Actual,Mining cost per tonne,12/31/13,77.4,Musselwhite,2013
$,Actual,Milling cost per tonne,12/31/13,14.66,Musselwhite,2013
$,Million,Revenues (millions),12/31/13,99,Musselwhite,2013
$,Million,Depreciation and depletion (millions),12/31/13,17,Musselwhite,2013
$,Million,Earnings from operations (millions),12/31/13,29,Musselwhite,2013
$,Million,Expenditures on mining interests (millions),12/31/13,14,Musselwhite,2013
 ,Actual,Tonnes of ore mined,12/31/13,16195700,Penasquito,2013
 ,Actual,Tonnes of waste removed,12/31/13,28376400,Penasquito,2013
 ,Actual,Average head grade (Au grams/tonne),12/31/13,0.55,Penasquito,2013
 ,Actual,Average head grade (Ag grams/tonne),12/31/13,31.05,Penasquito,2013
 ,Actual,Average head grade (Pb%),12/31/13,0.0034,Penasquito,2013
 ,Actual,Average head grade (Zn%),12/31/13,0.0058,Penasquito,2013
 ,Actual,Sulphide Ore - Tonnes of ore milled,12/31/13,9717100,Penasquito,2013
 ,Actual,Gold average recovery rate (%),12/31/13,0.76,Penasquito Sulphide,2013
 ,Actual,Silver average recovery rate (%),12/31/13,0.8,Penasquito Sulphide,2013
 ,Actual,Lead average recovery rate (%),12/31/13,0.78,Penasquito Sulphide,2013
 ,Actual,Zinc average recovery rate (%),12/31/13,0.76,Penasquito Sulphide,2013
 ,Actual,Gold (ounces) produced,12/31/13,141700,Penasquito,2013
 ,Actual,Silver (ounces) produced,12/31/13,7427000,Penasquito,2013
 ,Thousand,Lead (thousands of pounds) produced,12/31/13,53600,Penasquito,2013
 ,Thousand,Zinc (thousands of pounds) produced,12/31/13,80900,Penasquito,2013
 ,Actual,Gold (ounces) sold,12/31/13,135700,Penasquito,2013
 ,Actual,Silver (ounces) sold,12/31/13,6687600,Penasquito,2013
 ,Thousand,Lead (thousands of pounds) sold,12/31/13,46100,Penasquito,2013
 ,Thousand,Zinc (thousands of pounds) sold,12/31/13,77000,Penasquito,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,473,Penasquito,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,102,Penasquito,2013
$,Actual,Mining cost per tonne,12/31/13,2.27,Penasquito,2013
$,Actual,Milling cost per tonne,12/31/13,7.25,Penasquito,2013
$,Actual,General admistrative cost per tonne,12/31/13,2.19,Penasquito,2013
$,Million,Revenues (millions),12/31/13,348,Penasquito,2013
$,Million,Depreciation and depletion (millions),12/31/13,42,Penasquito,2013
$,Million,Earnings (Loss) from operations (millions),12/31/13,106,Penasquito,2013
$,Million,Expenditures on mining interests (millions),12/31/13,68,Penasquito,2013
 ,Actual,Tonnes of ore mined,12/31/13,7579800,Los Filos,2013
 ,Actual,Tonnes of waste removed,12/31/13,10547800,Los Filos,2013
 ,Actual,Ratio of waste to ore,12/31/13,1.4,Los Filos,2013
 ,Actual,Tonnes of ore processed,12/31/13,8046500,Los Filos,2013
 ,Actual,Average grade processed (Au grams/tonne),12/31/13,0.74,Los Filos,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.49,Los Filos,2013
 ,Actual,Gold (ounces) produced,12/31/13,94000,Los Filos,2013
 ,Actual,Gold (ounces) sold,12/31/13,88800,Los Filos,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,860,Los Filos,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,637,Los Filos,2013
$,Actual,Open-pit mining cost per tonne,12/31/13,1.84,Los Filos,2013
$,Actual,Processing cost per tonne leached,12/31/13,2.12,Los Filos,2013
$,Million,Revenues (millions),12/31/13,113,Los Filos,2013
$,Million,Depreciation and depletion (millions),12/31/13,17,Los Filos,2013
$,Million,Earnings from operations (millions),12/31/13,40,Los Filos,2013
$,Million,Expenditures on mining interests (millions),12/31/13,13,Los Filos,2013
 ,Actual,Tonnes of ore milled,12/31/13,491700,Marlin,2013
 ,Actual,Average mill head grade (Au grams/tonne),12/31/13,3.36,Marlin,2013
 ,Actual,Average mill head grade (Ag grams/tonne),12/31/13,131,Marlin,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.97,Marlin,2013
 ,Actual,Average silver recovery rate %,12/31/13,0.93,Marlin,2013
 ,Actual,Gold (ounces) produced,12/31/13,52800,Marlin,2013
 ,Actual,Silver (ounces) produced,12/31/13,1969100,Marlin,2013
 ,Actual,Gold (ounces) sold,12/31/13,54700,Marlin,2013
 ,Actual,Silver (ounces) sold,12/31/13,2011800,Marlin,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,515,Marlin,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,159,Marlin,2013
$,Actual,Mining cost per tonne,12/31/13,61.61,Marlin,2013
$,Actual,Milling cost per tonne,12/31/13,24.11,Marlin,2013
$,Million,Revenues (millions),12/31/13,111,Marlin,2013
$,Million,Depreciation and depletion (millions),12/31/13,39,Marlin,2013
$,Million,Earnings from operations (millions),12/31/13,18,Marlin,2013
$,Million,Expenditures on mining interests (millions),12/31/13,15,Marlin,2013
 ,Actual,Tonnes of ore mined,12/31/13,3585800,Alumbrera,2013
 ,Actual,Tonnes of waste removed,12/31/13,4098200,Alumbrera,2013
 ,Actual,Ratio of waste to ore,12/31/13,1.1,Alumbrera,2013
 ,Actual,Tonnes of ore milled,12/31/13,3634800,Alumbrera,2013
 ,Actual,Average mill head grade (Au grams/tonne),12/31/13,0.4,Alumbrera,2013
 ,Actual,Average mill head grade (Copper %),12/31/13,0.0043,Alumbrera,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.73,Alumbrera,2013
 ,Actual,Average copper recovery rate %,12/31/13,0.84,Alumbrera,2013
 ,Actual,Gold (ounces) produced,12/31/13,34000,Alumbrera,2013
 ,Thousand,Copper (thousands of pounds) produced,12/31/13,28800,Alumbrera,2013
 ,Actual,Gold (ounces) sold,12/31/13,24900,Alumbrera,2013
 ,Thousand,Copper (thousands of pounds) sold,12/31/13,20300,Alumbrera,2013
$,Actual,All-in sustaining costs (per gold ounce),12/31/13,37,Alumbrera,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,-558,Alumbrera,2013
$,Actual,Mining cost per tonne,12/31/13,3.02,Alumbrera,2013
$,Actual,Milling cost per tonne,12/31/13,5.8,Alumbrera,2013
$,Million,Revenues (millions),12/31/13,95,Alumbrera,2013
$,Million,Depreciation and depletion (millions),12/31/13,49,Alumbrera,2013
$,Million,Earnings from operations (millions),12/31/13,-399,Alumbrera,2013
$,Million,Expenditures on mining interests (millions),12/31/13,10,Alumbrera,2013
 ,Actual,Tonnes of ore mined,12/31/13,1720100,Pueblo Viejo,2013
 ,Actual,Tonnes of waste removed,12/31/13,915900,Pueblo Viejo,2013
 ,Actual,Tonnes of ore processed,12/31/13,632400,Pueblo Viejo,2013
 ,Actual,Average grade - gold,12/31/13,5.68,Pueblo Viejo,2013
 ,Actual,Average gold recovey rate %,12/31/13,0.91,Pueblo Viejo,2013
 ,Actual,Gold (ounces) produced,12/31/13,104700,Pueblo Viejo,2013
 ,Actual,Gold (ounces) sold,12/31/13,78000,Pueblo Viejo,2013
$,Actual,All-in sustaining costs (per gold ounce),12/31/13,688,Pueblo Viejo,2013
$,Actual,By-product cash cost (per gold ounce),12/31/13,592,Pueblo Viejo,2013
$,Actual,Mining cost per tonne,12/31/13,2.84,Pueblo Viejo,2013
$,Actual,Milling cost per tonne,12/31/13,74.3,Pueblo Viejo,2013
$,Million,Revenues,12/31/13,103,Pueblo Viejo,2013
$,Million,Depreciation and depletion,12/31/13,14,Pueblo Viejo,2013
$,Million,Earnings (loss) from operations,12/31/13,43,Pueblo Viejo,2013
$,Million,Expenditures on mining interests,12/31/13,10,Pueblo Viejo,2013
 ,Actual,Tonnes of ore mined,12/31/13,1936600,Marigold,2013
 ,Actual,Tonnes of waste removed,12/31/13,7137600,Marigold,2013
 ,Actual,Tonnes of ore processed,12/31/13,1936600,Marigold,2013
 ,Actual,Average grade processed (Au grams/tonne),12/31/13,0.39,Marigold,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.73,Marigold,2013
 ,Actual,Gold (ounces) produced,12/31/13,28100,Marigold,2013
 ,Actual,Gold (ounces) sold,12/31/13,27900,Marigold,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,1216,Marigold,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,969,Marigold,2013
$,Million,Revenues (millions),12/31/13,35,Marigold,2013
$,Million,Depreciation and depletion (millions),12/31/13,6,Marigold,2013
$,Million,Earnings from operations (millions),12/31/13,-131,Marigold,2013
$,Million,Expenditures on mining interests (millions),12/31/13,7,Marigold,2013
 ,Actual,Tonnes of ore mined,12/31/13,559100,El Sauzal,2013
 ,Actual,Tonnes of waste removed,12/31/13,3379600,El Sauzal,2013
 ,Actual,Tonnes of ore processed,12/31/13,461800,El Sauzal,2013
 ,Actual,Average mill head grade (Au grams/tonne),12/31/13,1.54,El Sauzal,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.93,El Sauzal,2013
 ,Actual,Gold (ounces) produced,12/31/13,21300,El Sauzal,2013
 ,Actual,Gold (ounces) sold,12/31/13,21200,El Sauzal,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,880,El Sauzal,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,850,El Sauzal,2013
$,Actual,Mining cost per tonne,12/31/13,1.97,El Sauzal,2013
$,Actual,Milling cost per tonne,12/31/13,13.79,El Sauzal,2013
$,Million,Revenues (millions),12/31/13,27,El Sauzal,2013
$,Million,Depreciation and depletion (millions),12/31/13,8,El Sauzal,2013
$,Million,Earnings from operations (millions),12/31/13,-28,El Sauzal,2013
$,Million,Expenditures on mining interests (millions),12/31/13,0,El Sauzal,2013
 ,Actual,Tonnes of ore mined,12/31/13,591800,Wharf,2013
 ,Actual,Tonnes of ore processed,12/31/13,637100,Wharf,2013
 ,Actual,Average grade processed (Au grams/tonne),12/31/13,0.98,Wharf,2013
 ,Actual,Average gold recovery rate %,12/31/13,0.79,Wharf,2013
 ,Actual,Gold (ounces) produced,12/31/13,10800,Wharf,2013
 ,Actual,Gold (ounces) sold,12/31/13,10600,Wharf,2013
$,Actual,All-in sustaining costs (per ounce),12/31/13,1411,Wharf,2013
$,Actual,By-product cash costs (per gold ounce),12/31/13,1092,Wharf,2013
$,Actual,Mining cost per tonne,12/31/13,3.01,Wharf,2013
$,Actual,Processing cost per tonne,12/31/13,2.45,Wharf,2013
$,Million,Revenues (millions),12/31/13,14,Wharf,2013
$,Million,Depreciation and depletion (millions),12/31/13,1,Wharf,2013
$,Million,Earnings from operations (millions),12/31/13,1,Wharf,2013
$,Million,Expenditures on mining interests (millions),12/31/13,1,Wharf,2013
 ,Actual,Gold (ounces) produced,3/31/14,643100,Total,2014
 ,Actual,Silver (ounces) produced,3/31/14,9581400,Total,2014
 ,Thousand,Copper (thousands of pounds) produced,3/31/14,21500,Total,2014
 ,Thousand,Lead (thousands of pounds) produced,3/31/14,49500,Total,2014
 ,Thousand,Zinc (thousands of pounds) produced,3/31/14,87900,Total,2014
 ,Actual,Gold (ounces) sold,3/31/14,648700,Total,2014
$,Actual,Average realized gold price (per ounce),3/31/14,1297,Total,2014
$,Actual,Average realized silver price (per ounce),3/31/14,NA,Total,2014
$,Actual,Average realized copper price (per pound),3/31/14,NA,Total,2014
$,Actual,Average realized lead price (per pound),3/31/14,NA,Total,2014
$,Actual,Average realized zinc price (per pound),3/31/14,NA,Total,2014
$,Actual,All-in sustaining costs $/oz (per gold ounce) (from continuing operations),3/31/14,828,Total,2014
$,Actual,By-product cash costs $/oz (per gold ounce) (from continuing operations),3/31/14,483,Total,2014
$,Actual,Co-product cash costs $/oz (per gold ounce) (from continuing operations),3/31/14,655,Total,2014
$,Million,Revenues (Adjusted),3/31/14,1180,Total,2014
$,Million,Revenues (GAAP),3/31/14,878,Total,2014
$,Million,Net (Loss) Earnings,3/31/14,98,Total,2014
 ,Actual,Tonnes of ore mined,3/31/14,175100,Red Lake,2014
 ,Actual,Tonnes of ore milled,3/31/14,NA,Red Lake,2014
 ,Actual,Average mill head grade (Au grams/tonne),3/31/14,16.66,Red Lake,2014
 ,Actual,Average gold recovery rate %,3/31/14,95,Red Lake,2014
 ,Actual,Gold (ounces) produced,3/31/14,95000,Red Lake,2014
 ,Actual,Gold (ounces) sold,3/31/14,101200,Red Lake,2014
$,Actual,All-in sustaining costs (per gold ounce),3/31/14,954,Red Lake,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,625,Red Lake,2014
$,Actual,Mining cost per tonne,3/31/14,221.05,Red Lake,2014
$,Actual,Milling cost per tonne,3/31/14,48.71,Red Lake,2014
$,Actual,General administrative cost per tonne,3/31/14,70.8,Red Lake,2014
$,Million,Revenues (millions),3/31/14,131,Red Lake,2014
$,Million,Depreciation and depletion (millions),3/31/14,27,Red Lake,2014
$,Million,Earnings from operations (millions),3/31/14,40,Red Lake,2014
$,Million,Expenditures on mining interests (millions),3/31/14,54,Red Lake,2014
 ,Actual,Tonnes of ore mined underground,3/31/14,NA,Porcupine,2014
 ,Actual,Tonnes of ore mined open pit,3/31/14,NA,Porcupine,2014
 ,Actual,Tonnes of waste mined,3/31/14,NA,Porcupine,2014
 ,Actual,Tonnes of ore milled,3/31/14,867700,Porcupine,2014
 ,Actual,Average mill head grade (Au grams/tonne),3/31/14,2.6,Porcupine,2014
 ,Actual,Average gold recovery rate %,3/31/14,93,Porcupine,2014
 ,Actual,Gold (ounces) produced,3/31/14,66500,Porcupine,2014
 ,Actual,Gold (ounces) sold,3/31/14,65700,Porcupine,2014
$,Actual,All-in sustaining costs (per ounce),3/31/14,945,Porcupine,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,701,Porcupine,2014
$,Actual,Mining cost per tonne,3/31/14,127.65,Porcupine,2014
$,Actual,Milling cost per tonne,3/31/14,8.76,Porcupine,2014
$,Actual,General administrative cost per tonne,3/31/14,15.2,Porcupine,2014
$,Million,Revenues (millions),3/31/14,85,Porcupine,2014
$,Million,Depreciation and depletion (millions),3/31/14,13,Porcupine,2014
$,Million,Earnings from operations (millions),3/31/14,27,Porcupine,2014
$,Million,Expenditures on mining interests (millions),3/31/14,19,Porcupine,2014
 ,Actual,Tonnes of ore mined,3/31/14,NA,Musselwhite,2014
 ,Actual,Tonnes of ore milled,3/31/14,332200,Musselwhite,2014
 ,Actual,Average mill head grade (Au grams/tonne),3/31/14,7.3,Musselwhite,2014
 ,Actual,Average gold recovery rate %,3/31/14,96,Musselwhite,2014
 ,Actual,Gold (ounces) produced,3/31/14,74900,Musselwhite,2014
 ,Actual,Gold (ounces) sold,3/31/14,68800,Musselwhite,2014
$,Actual,All-in sustaining costs (per ounce),3/31/14,787,Musselwhite,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,643,Musselwhite,2014
$,Actual,Mining cost per tonne,3/31/14,85.34,Musselwhite,2014
$,Actual,Milling cost per tonne,3/31/14,15.69,Musselwhite,2014
$,Actual,General administrative cost per tonne,3/31/14,38.5,Musselwhite,2014
$,Million,Revenues (millions),3/31/14,88,Musselwhite,2014
$,Million,Depreciation and depletion (millions),3/31/14,14,Musselwhite,2014
$,Million,Earnings from operations (millions),3/31/14,29,Musselwhite,2014
$,Million,Expenditures on mining interests (millions),3/31/14,9,Musselwhite,2014
 ,Actual,Tonnes of ore mined,3/31/14,NA,Eleonore,2014
 ,Actual,Tonnes of ore milled,3/31/14,NA,Eleonore,2014
 ,Actual,Average mill head grade (Au grams/tonne),3/31/14,NA,Eleonore,2014
 ,Actual,Average gold recovery rate %,3/31/14,NA,Eleonore,2014
 ,Actual,Gold (ounces) produced,3/31/14,NA,Eleonore,2014
 ,Actual,Gold (ounces) sold,3/31/14,NA,Eleonore,2014
$,Actual,All-in sustaining costs (per ounce),3/31/14,NA,Eleonore,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,NA,Eleonore,2014
$,Actual,Mining cost per tonne,3/31/14,NA,Eleonore,2014
$,Actual,Milling cost per tonne,3/31/14,NA,Eleonore,2014
$,Actual,General administrative cost per tonne,3/31/14,NA,Eleonore,2014
$,Million,Revenues (millions),3/31/14,NA,Eleonore,2014
$,Million,Depreciation and depletion (millions),3/31/14,NA,Eleonore,2014
$,Million,Loss from operations (millions),3/31/14,NA,Eleonore,2014
$,Million,Expenditures on mining interests (millions),3/31/14,NA,Eleonore,2014
 ,Actual,Tonnes of ore mined,3/31/14,11146600,Penasquito,2014
 ,Actual,Tonnes of waste removed,3/31/14,33628000,Penasquito,2014
 , ,Average head grade,3/31/14,NA,Penasquito,2014
 ,Actual,Average head grade (Au grams/tonne),3/31/14,0.59,Penasquito,2014
 ,Actual,Average head grade (Ag grams/tonne),3/31/14,32.92,Penasquito,2014
 ,Actual,Average head grade (Pb%),3/31/14,0.33,Penasquito,2014
 ,Actual,Average head grade (Zn%),3/31/14,0.63,Penasquito,2014
 ,Actual,Sulphide Ore - Tonnes of ore milled,3/31/14,9220400,Penasquito,2014
 , ,Average recovery rate (%),3/31/14,NA,Penasquito,2014
 ,Actual,Gold average recovery rate (%),3/31/14,72,Penasquito Sulphide,2014
 ,Actual,Silver average recovery rate (%),3/31/14,81,Penasquito Sulphide,2014
 ,Actual,Lead average recovery rate (%),3/31/14,79,Penasquito Sulphide,2014
 ,Actual,Zinc average recovery rate (%),3/31/14,80,Penasquito Sulphide,2014
 , ,Sulphide and Oxide Ores - Payable Metal Produced,3/31/14,NA,Penasquito,2014
 ,Actual,Gold (ounces) produced,3/31/14,129800,Penasquito,2014
 ,Actual,Silver (ounces) produced,3/31/14,7396300,Penasquito,2014
 ,Thousand,Lead (thousands of pounds) produced,3/31/14,49500,Penasquito,2014
 ,Thousand,Zinc (thousands of pounds) produced,3/31/14,87900,Penasquito,2014
 , ,Sulphide and Oxide Ores - Payable Metal Sold,3/31/14,NA,Penasquito,2014
 ,Actual,Gold (ounces) sold,3/31/14,120700,Penasquito,2014
 ,Actual,Silver (ounces) sold,3/31/14,7118400,Penasquito,2014
 ,Thousand,Lead (thousands of pounds) sold,3/31/14,45300,Penasquito,2014
 ,Thousand,Zinc (thousands of pounds) sold,3/31/14,90100,Penasquito,2014
$,Actual,All-in sustaining costs (per ounce),3/31/14,371,Penasquito,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,179,Penasquito,2014
$,Actual,Mining cost per tonne,3/31/14,2.22,Penasquito,2014
$,Actual,Milling cost per tonne,3/31/14,7.99,Penasquito,2014
$,Actual,General admistrative cost per tonne,3/31/14,2.36,Penasquito,2014
$,Million,Revenues (millions),3/31/14,362,Penasquito,2014
$,Million,Depreciation and depletion (millions),3/31/14,56,Penasquito,2014
$,Million,Earnings (Loss) from operations (millions),3/31/14,80,Penasquito,2014
$,Million,Expenditures on mining interests (millions),3/31/14,19,Penasquito,2014
 ,Actual,Tonnes of ore mined,3/31/14,6877700,Los Filos,2014
 ,Actual,Tonnes of waste removed,3/31/14,10156600,Los Filos,2014
 ,Actual,Ratio of waste to ore,3/31/14,1.5,Los Filos,2014
 ,Actual,Tonnes of ore processed,3/31/14,6834300,Los Filos,2014
 ,Actual,Average grade processed (Au grams/tonne),3/31/14,0.72,Los Filos,2014
 ,Actual,Average gold recovery rate %,3/31/14,0.51,Los Filos,2014
 ,Actual,Gold (ounces) produced,3/31/14,80000,Los Filos,2014
 ,Actual,Gold (ounces) sold,3/31/14,81900,Los Filos,2014
$,Actual,All-in sustaining costs (per ounce),3/31/14,805,Los Filos,2014
$,Actual,By-product cash costs (per gold ounce),3/31/14,638,Los Filos,2014
$,Actual,Open-pit mining cost per tonne,3/31/14,1.67,Los Filos,2014
